id,documentIde,actualFileRef,originalFileRef,pageNo,name,tenantId,productId,preflightStatus,previewRef,mediaBox_x,mediaBox_y,mediaBox_width,mediaBox_hight,trimBox_x,trimBox_y,trimBox_width,trimBox_hight,colors_0_name,colors_0_overprint,colors_0_purpose,colors_0_opacity,colors_0_density,status,NumberPages,date,colors_1_name,colors_1_overprint,colors_1_purpose,colors_1_opacity,colors_1_density,colors_2_name,colors_2_overprint,colors_2_purpose,colors_2_opacity,colors_2_density,colors_3_name,colors_3_overprint,colors_3_purpose,colors_3_opacity,colors_3_density,colors_4_name,colors_4_cmyk_c,colors_4_cmyk_m,colors_4_cmyk_y,colors_4_cmyk_k,colors_4_overprint,colors_4_purpose,colors_4_opactiy,colors_4_density,bildanteil_in_%,falzkanten,dateigröße,seitenverhältnisse,output_intent,anzahl_pantonfarben,seiten_anzahl,target_format,target_druckseiten,target_papiertyp,target_typ
218i7si5044se023yda92d0a,t14x97z9-31v8-1377-kj94-783j2m5234b0,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/719c3h17-f192-88xj-7s3j-l022yg6n2026/content/719c3h17-f192-88xj-7s3j-l022yg6n2026,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/719c3h17-f192-88xj-7s3j-l022yg6n2026/content/719c3h17-f192-88xj-7s3j-l022yg6n2026,1,jmaitlanda.pdf,85483t12-9u06-9388-2u74-m43k5483vp72,55884x74-k451-3ei9-ml5e-lxz9490o57kt,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/a91ncw99-k3u5-6573-40z8-754808j4b226/thumbs/a91ncw99-k3u5-6573-40z8-754808j4b226,0.0,0.0,200,153,15.1,41.17,188,141,Black,Unchanged,LACK,TRANSPARENT,0.01,PREFLIGHT_OK,2,2020-11-09 23:46:41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.31,2,5.0,1.3,undefinde,0.57,2,Freies_Format,Doppelseitig,gestrichen_neues_Profil,flyer
366b2zk3671dd428nvs95x4d,w01a30x3-14q4-3504-pm33-712e4w9229v4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/077c1f25-f037-24zy-8y7x-a802dx7t1665/content/077c1f25-f037-24zy-8y7x-a802dx7t1665,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/077c1f25-f037-24zy-8y7x-a802dx7t1665/content/077c1f25-f037-24zy-8y7x-a802dx7t1665,1,lschwanderb.pdf,24368o33-3u31-4500-8z95-k85k2866bo83,10314r24-z465-4co2-ab4x-mhh3263y55uo,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/m10bco61-a5k1-2560-71p9-849841u8i049/thumbs/m10bco61-a5k1-2560-71p9-849841u8i049,0.0,0.0,210,175,15.1,32.1,194,164,Cyan,Overprint,PRINTING,TRANSPARENT,0.26,PREFLIGHT_OK,2,2021-08-08 20:33:46,Magenta,Knockout,LACK,TRANSPARENT,0.11,Yellow,Overprint,LINE,UNSPECIFIED,0.19,Black,Unspecified,LINE,TRANSPARENT,0.49,24_Karat,0.07,0.08,0.08,0.0,Overprint,LINE,NORMAL,0.48,22.48,2,5.0,1.2,F47,0.92,2,DIN_A4_Hoch,Doppelseitig,angestrichen_altes_Profil,flyer
549b5nf7040xt795fti91w9n,e34p37p1-12h8-2949-tq15-776n8p7883m2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/943r2i50-r768-88ib-3n6k-k404uq8y5156/content/943r2i50-r768-88ib-3n6k-k404uq8y5156,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/943r2i50-r768-88ib-3n6k-k404uq8y5156/content/943r2i50-r768-88ib-3n6k-k404uq8y5156,1,uklaisc.pdf,56713j19-8h66-4327-1a26-l45n0025jv24,59250q86-w974-9kz7-ay9f-eez5604n16gj,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/e57pag12-j3o2-8425-65r4-898555k8m571/thumbs/e57pag12-j3o2-8425-65r4-898555k8m571,0.0,0.0,200,153,15.1,41.17,190,138,Black,Overprint,PRINTING,UNSPECIFIED,0.54,PREFLIGHT_OK,1,2020-02-10 00:54:39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Carrot,0.04,0.09,0.07,0.0,Overprint,LINE,UNSPECIFIED,0.57,24.51,2,5.0,1.3,F39,0.93,2,Freies_Format,Doppelseitig,gestrichen_altes_Profil,flyer
936y3cl4015pe211jxz90x3c,q69c96b4-28f3-5536-bj11-167a1t8123u4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/135s4c99-p506-94xx-3p1s-o840vq8o0980/content/135s4c99-p506-94xx-3p1s-o840vq8o0980,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/135s4c99-p506-94xx-3p1s-o840vq8o0980/content/135s4c99-p506-94xx-3p1s-o840vq8o0980,2,eoldknowd.pdf,88455v97-2v91-3587-3t50-g81t0999ek35,10718g57-w410-4sf2-du3s-owe5169y19el,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/s74oss99-m8z9-0462-27f5-294066l1v335/thumbs/s74oss99-m8z9-0462-27f5-294066l1v335,0.0,0.0,200,153,15.1,41.17,190,137,Black,Knockout,LACK,TRANSPARENT,0.26,PREFLIGHT_OK,2,2018-09-09 21:22:04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,2,5.0,1.3,undefinde,0.37,2,Freies_Format,Doppelseitig,angestrichen_neues_Profil,flyer
216s5rj0987nm633pss36h7y,q19e73i0-73b9-2957-kk97-999u4h8381o6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/036r7z89-v672-15he-9r0i-y051bq0g8594/content/036r7z89-v672-15he-9r0i-y051bq0g8594,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/036r7z89-v672-15he-9r0i-y051bq0g8594/content/036r7z89-v672-15he-9r0i-y051bq0g8594,2,ktolertone.pdf,63517k96-2k27-3547-4i52-d62s3153ii90,46089p03-f470-3xa2-kz8f-xym6192q78nz,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/d85rrv49-w7k1-2983-04x8-473592s1e551/thumbs/d85rrv49-w7k1-2983-04x8-473592s1e551,0.0,0.0,148,210,15.1,41.17,138,197,Cyan,Unspecified,PRINTING,TRANSPARENT,0.11,PREFLIGHT_OK,2,2015-11-02 17:25:04,Magenta,Unspecified,PRINTING,UNSPECIFIED,0.98,Yellow,Unchanged,PRINTING,NORMAL,0.76,Black,Overprint,LINE,OPAQUE,0.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.35,0,5.0,1.4,undefinde,0.75,1,DIN_A5_Hoch,Einseitig,angestrichen_altes_Profil,flyer
122r2ij3071hc561ddp30q7q,t68t88r9-57z1-1758-aq00-738j4e3458i5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/597n0q07-d066-16su-8j6e-s476mp2f2415/content/597n0q07-d066-16su-8j6e-s476mp2f2415,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/597n0q07-d066-16su-8j6e-s476mp2f2415/content/597n0q07-d066-16su-8j6e-s476mp2f2415,2,twhippf.pdf,00752p25-5g25-9603-6m79-s47c6907jk27,11361f15-k910-5nq4-qz5p-dyw4423a13xl,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/h07rif18-d7v9-3903-65i4-452996s3x804/thumbs/h07rif18-d7v9-3903-65i4-452996s3x804,0.0,0.0,187,104,20.1,41.17,176,93,Cyan,Knockout,PRINTING,TRANSPARENT,0.71,PREFLIGHT_OK,2,2019-11-01 10:06:35,Magenta,Unchanged,LINE,UNSPECIFIED,0.24,Yellow,Unspecified,LINE,UNSPECIFIED,0.45,Black,Knockout,PRINTING,UNSPECIFIED,0.2,Lime,0.07,0.06,0.02,0.0,Overprint,PRINTING,TRANSPARENT,0.53,7.01,2,5.0,1.8,F47,0.52,2,Freies_Format,Doppelseitig,angestrichen_altes_Profil,flyer
278q1vf0338kc527nsj52t6g,o62k75e0-99m0-4365-rr13-206l8q3334g5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/865k5l79-r238-23dv-2p3w-y816cr0t0938/content/865k5l79-r238-23dv-2p3w-y816cr0t0938,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/865k5l79-r238-23dv-2p3w-y816cr0t0938/content/865k5l79-r238-23dv-2p3w-y816cr0t0938,1,lwootong.pdf,28201o52-6y22-0558-8f28-c29z8726bj41,34235q28-h838-0qe4-gx8s-xpi5864h68vj,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/n81wwu79-e8k5-8257-20x7-012259x0f002/thumbs/n81wwu79-e8k5-8257-20x7-012259x0f002,0.0,0.0,187,104,20.1,32.1,174,89,Black,Overprint,LACK,TRANSPARENT,0.02,PREFLIGHT_OK,1,2020-09-13 02:55:19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VarGlos,0.1,0.02,0.06,0.0,Overprint,LACK,NORMAL,0.11,14.95,0,5.0,1.8,F47,0.35,1,Freies_Format,Einseitig,angestrichen_altes_Profil,flyer
888p6gj7195vf390dvv64w9k,z38t16k3-41d8-6801-pf14-898j5z5202q9,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/909q3u08-z842-68we-5c3m-y531my3a0079/content/909q3u08-z842-68we-5c3m-y531my3a0079,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/909q3u08-z842-68we-5c3m-y531my3a0079/content/909q3u08-z842-68we-5c3m-y531my3a0079,2,abraneyh.pdf,84671y88-6o45-9106-2w13-f25m9913lb20,46107z53-x278-5gi0-hy4n-ath1158a34tl,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/m85tox46-h9h5-5279-34d1-931835k9r622/thumbs/m85tox46-h9h5-5279-34d1-931835k9r622,0.0,0.0,200,153,15.1,32.1,184,139,Black,Overprint,LINE,TRANSPARENT,0.01,PREFLIGHT_OK,2,2016-05-25 06:31:54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mint,0.03,0.03,0.06,0.0,Knockout,PRINTING,NORMAL,0.46,6.41,2,5.0,1.3,F47,0.96,1,Freies_Format,Einseitig,angestrichen_altes_Profil,flyer
232r0hn3579wq790luz36u7t,n80o49v5-79y5-3848-nr85-674f4r2529a0,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/802r6o14-t582-12uq-7l4x-k400jv6i9623/content/802r6o14-t582-12uq-7l4x-k400jv6i9623,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/802r6o14-t582-12uq-7l4x-k400jv6i9623/content/802r6o14-t582-12uq-7l4x-k400jv6i9623,1,roflynni.pdf,68020x71-5l88-6477-5e61-i32f1006pj41,62840h69-h024-6sr9-qi9s-vzf7721u55cj,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/u59viy08-v7z0-3393-89l9-854688o3r532/thumbs/u59viy08-v7z0-3393-89l9-854688o3r532,0.0,0.0,297,153,15.1,41.17,282,143,Black,Unspecified,LINE,TRANSPARENT,0.21,PREFLIGHT_OK,1,2015-06-07 19:19:49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.97,1,5.0,1.9,F47,0.35,1,DIN_A4_Quer,Einseitig,angestrichen_altes_Profil,flyer
139i3ue3371vo859yft93z3a,d75c86j0-37k2-7474-eb71-195a9v5629f9,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/122k6p51-f585-67gg-0j2a-b265zl4u6605/content/122k6p51-f585-67gg-0j2a-b265zl4u6605,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/122k6p51-f585-67gg-0j2a-b265zl4u6605/content/122k6p51-f585-67gg-0j2a-b265zl4u6605,2,eweltonj.pdf,37991u67-2z38-9232-1j32-g41k2904ky07,74924i32-g051-9on3-ws2s-zfi1786a76fy,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/s94wej68-k6u3-1389-02v2-188109z1r136/thumbs/s94wej68-k6u3-1389-02v2-188109z1r136,0.0,0.0,187,104,15.1,41.17,175,94,Cyan,Unspecified,LINE,TRANSPARENT,0.33,PREFLIGHT_OK,2,2016-02-22 09:20:28,Magenta,Overprint,PRINTING,NORMAL,0.4,Yellow,Overprint,LACK,UNSPECIFIED,0.77,Black,Unspecified,LINE,UNSPECIFIED,0.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.01,0,5.0,1.8,F52,0.02,2,Freies_Format,Doppelseitig,angestrichen_neues_Profil,flyer
615z2qm7903vp317yqz40d0v,b54u11m3-85f1-4390-kv73-504g2k6547g2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/483q3k43-q840-09ow-3j7s-a927ok5i8675/content/483q3k43-q840-09ow-3j7s-a927ok5i8675,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/483q3k43-q840-09ow-3j7s-a927ok5i8675/content/483q3k43-q840-09ow-3j7s-a927ok5i8675,2,fcafferyk.pdf,54588b12-7n03-2768-9z18-f99o5851ws94,44302n69-o044-0gu4-xq3w-oxh3884w30qg,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/j37thi36-g0i8-9623-17j9-066519w3h678/thumbs/j37thi36-g0i8-9623-17j9-066519w3h678,0.0,0.0,148,104,15.1,32.1,136,94,Black,Knockout,LACK,UNSPECIFIED,0.86,PREFLIGHT_OK,2,2017-11-07 07:48:06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.7,2,81,1.4,F47,0.29,1,DIN_A5_Hoch,Einseitig,angestrichen_altes_Profil,flyer
