id,documentIde,actualFileRef,originalFileRef,pageNo,name,tenantId,productId,preflightStatus,previewRef,mediaBox_x,mediaBox_y,mediaBox_width,mediaBox_hight,trimBox_x,trimBox_y,trimBox_width,trimBox_hight,colors_0_name,colors_0_overprint,colors_0_purpose,colors_0_opacity,colors_0_density,status,NumberPages,date,colors_1_name,colors_1_overprint,colors_1_purpose,colors_1_opacity,colors_1_density,colors_2_name,colors_2_overprint,colors_2_purpose,colors_2_opacity,colors_2_density,colors_3_name,colors_3_overprint,colors_3_purpose,colors_3_opacity,colors_3_density,colors_4_name,colors_4_cmyk_c,colors_4_cmyk_m,colors_4_cmyk_y,colors_4_cmyk_k,colors_4_overprint,colors_4_purpose,colors_4_opactiy,colors_4_density,bildanteil_in_%,falzkanten,dateigröße,seitenverhältnisse,output_intent,anzahl_pantonfarben,seiten_anzahl,target_format,target_druckseiten,target_papiertyp,target_typ
616l1dm6281sm149fya54u3x,n13x11m5-49n2-6306-am90-929v3m0896a0,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/789g5p83-a780-37zx-1p4z-s187zc8k4783/content/789g5p83-a780-37zx-1p4z-s187zc8k4783,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/789g5p83-a780-37zx-1p4z-s187zc8k4783/content/789g5p83-a780-37zx-1p4z-s187zc8k4783,2,mheyballa.pdf,72465z63-3f02-2576-8r64-c32s6385ng41,31636o31-s295-5lm5-bt2r-uuq6584n33su,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/n00imd25-v7u4-8633-85d5-412424j0k182/thumbs/n00imd25-v7u4-8633-85d5-412424j0k182,0.0,0.0,800,981,20.1,32.1,786,969,Cyan,Unspecified,PRINTING,TRANSPARENT,0.42,PREFLIGHT_OK,1,2020-04-12 13:21:29,Magenta,Overprint,LACK,TRANSPARENT,0.14,Yellow,Unspecified,LINE,UNSPECIFIED,0.71,Black,Unchanged,PRINTING,TRANSPARENT,0.16,Navi,0.08,0.07,0.03,0.0,Knockout,PRINTING,UNSPECIFIED,0.0,75,0,5,1.2,F52,0.34,1,Freies_Format,Einseitig,angestrichen_neues_Profil,Poster
636g9nq9954bt137eii98d9f,j41d76k7-85r6-9812-gw81-224h2n4469e4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/263w3g90-x974-46pl-0z8q-m801ct6f3141/content/263w3g90-x974-46pl-0z8q-m801ct6f3141,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/263w3g90-x974-46pl-0z8q-m801ct6f3141/content/263w3g90-x974-46pl-0z8q-m801ct6f3141,1,bhamiltonb.pdf,63692x43-7z60-7514-2h78-q10e9962ei04,46817o75-m697-9ex9-zx4d-xll5906k14gh,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/i38czz67-t2u6-8341-09j4-699094i2l761/thumbs/i38czz67-t2u6-8341-09j4-699094i2l761,0.0,0.0,1189,841,20.1,41.17,1175,828,Black,Knockout,LINE,TRANSPARENT,0.81,PREFLIGHT_OK,2,2016-10-06 15:11:11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,0,11,1.4,F78,0.64,1,DIN_A0_Quer,Einseitig,angestrichen_neues_Profil,Poster
612e3nh5477nk081prs62s6l,e56i84k9-93w4-8832-dn35-634l6z0438m2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/552f2m47-b306-57xt-8r0a-o852ae7u4257/content/552f2m47-b306-57xt-8r0a-o852ae7u4257,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/552f2m47-b306-57xt-8r0a-o852ae7u4257/content/552f2m47-b306-57xt-8r0a-o852ae7u4257,1,pstanbroc.pdf,69311r01-7g57-4745-5x87-v29v3322lt19,02357x21-p550-4fc5-ij1o-oys4991f51rt,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/g99byt29-e3v1-2032-95g8-674416e2r746/thumbs/g99byt29-e3v1-2032-95g8-674416e2r746,0.0,0.0,841,594,15.1,32.1,830,583,Cyan,Unspecified,LACK,TRANSPARENT,0.46,PREFLIGHT_OK,2,2018-06-03 11:07:18,Magenta,Unchanged,PRINTING,NORMAL,0.33,Yellow,Overprint,PRINTING,NORMAL,0.71,Black,Unspecified,LINE,NORMAL,0.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,0,11,1.4,F47,0.15,1,DIN_A0_Hoch,Einseitig,angestrichen_altes_Profil,Poster
181b9cx4646hj510eoi58s6e,w05a85b4-69l3-9709-nk32-651b6z7561i7,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/145z8q56-w446-45eb-0u5z-d635cq1x8854/content/145z8q56-w446-45eb-0u5z-d635cq1x8854,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/145z8q56-w446-45eb-0u5z-d635cq1x8854/content/145z8q56-w446-45eb-0u5z-d635cq1x8854,2,eglaisnerd.pdf,78456n96-8v85-4929-1r63-z55f7085vj22,53186b40-p567-3sk9-iv2h-atf2563i94ni,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/k72glw34-i0g2-4021-84i2-534788w0x661/thumbs/k72glw34-i0g2-4021-84i2-534788w0x661,0.0,0.0,841,594,15.1,32.1,829,583,Cyan,Unspecified,LINE,OPAQUE,0.43,PREFLIGHT_OK,2,2016-11-01 10:20:49,Magenta,Knockout,PRINTING,TRANSPARENT,0.66,Yellow,Overprint,LACK,OPAQUE,0.69,Black,Knockout,LINE,TRANSPARENT,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,0,10,1.4,F51,0.68,2,DIN_A0_Hoch,Doppelseitig,gestrichen_neues_Profil,Poster
237l6re2302dd318ojx54m2d,y70j26b5-75m9-6925-cr59-840a8q5563x5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/045b9q90-z125-43pq-6j7n-n378nu7n5728/content/045b9q90-z125-43pq-6j7n-n378nu7n5728,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/045b9q90-z125-43pq-6j7n-n378nu7n5728/content/045b9q90-z125-43pq-6j7n-n378nu7n5728,1,flefeuvree.pdf,02954v78-9f77-3871-2q73-o36i2001ob03,72273t63-i910-2er4-jp1e-brc1850x00cs,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/k02ldf69-d5p2-1558-94a7-700084o3e805/thumbs/k02ldf69-d5p2-1558-94a7-700084o3e805,0.0,0.0,1189,841,15.1,32.1,1176,830,Black,Overprint,PRINTING,OPAQUE,0.21,PREFLIGHT_OK,1,2018-06-07 16:46:20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sky,0.07,0.02,0.03,0.0,Overprint,LINE,NORMAL,0.94,76,0,11,1.4,F52,0.46,1,DIN_A0_Quer,Einseitig,angestrichen_neues_Profil,Poster
777q1yo5860ax090vwq54w6p,s18u59c1-31k3-3607-as58-607n9j6312p6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/348z9u94-q658-47qk-6m3d-r824sy0s1761/content/348z9u94-q658-47qk-6m3d-r824sy0s1761,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/348z9u94-q658-47qk-6m3d-r824sy0s1761/content/348z9u94-q658-47qk-6m3d-r824sy0s1761,1,cpridief.pdf,20587r12-7r83-9750-3u29-n07h9089us87,46266z94-x841-0vu1-pi4j-iqc1037m48kb,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/j59fhh25-m2d5-0808-97g5-562623t5c831/thumbs/j59fhh25-m2d5-0808-97g5-562623t5c831,0.0,0.0,1020,1000,20.1,41.17,1008,984,Cyan,Knockout,PRINTING,OPAQUE,0.4,PREFLIGHT_OK,1,2017-03-20 02:45:46,Magenta,Knockout,PRINTING,OPAQUE,0.34,Yellow,Overprint,PRINTING,NORMAL,0.38,Black,Unchanged,LINE,NORMAL,0.84,Carrot,0.04,0.09,0.02,0.0,Overprint,PRINTING,TRANSPARENT,0.81,73,0,27,1,F78,0.68,2,Freies_Format,Doppelseitig,angestrichen_neues_Profil,Poster
169i9he0056ts428qng07i4j,l03w77e1-67f6-1711-bx85-254k4l0762e4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/846w4q27-b696-26ba-8x3d-w558yg4p7645/content/846w4q27-b696-26ba-8x3d-w558yg4p7645,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/846w4q27-b696-26ba-8x3d-w558yg4p7645/content/846w4q27-b696-26ba-8x3d-w558yg4p7645,2,mekinsg.pdf,31211h67-6n92-4736-0v09-h25h4923hg08,19629r48-z746-7ku6-ev6l-sls1355j29fd,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/s80ifu87-o5c6-9067-37x1-182483k8f874/thumbs/s80ifu87-o5c6-9067-37x1-182483k8f874,0.0,0.0,970,1011,15.1,32.1,958,1000,Black,Unchanged,PRINTING,UNSPECIFIED,0.09,PREFLIGHT_OK,1,2020-01-06 13:20:41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VarGlos,0.02,0.07,0.04,0.0,Unspecified,LACK,OPAQUE,0.14,79,0,11,1,F39,0.39,1,Freies_Format,Einseitig,gestrichen_altes_Profil,Poster
357u5ht6949ez081gtq66n3o,i77j37u2-81a8-1168-cn35-662p9k9694m7,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/632l6j46-g486-21zc-0c2t-b906op8v8347/content/632l6j46-g486-21zc-0c2t-b906op8v8347,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/632l6j46-g486-21zc-0c2t-b906op8v8347/content/632l6j46-g486-21zc-0c2t-b906op8v8347,2,geymorh.pdf,13900v30-7x85-8379-1r07-n22a2265fh94,63944g63-a752-8lg7-in4v-gwx7383v68ko,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/g92etf76-x6r5-2420-43s9-058325e4q224/thumbs/g92etf76-x6r5-2420-43s9-058325e4q224,0.0,0.0,1020,981,15.1,41.17,1009,970,Black,Unspecified,LACK,TRANSPARENT,0.17,PREFLIGHT_OK,2,2016-09-10 02:56:50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VarGlos,0.03,0.09,0.1,0.0,Knockout,LINE,TRANSPARENT,0.34,75,0,11,1,F52,0.11,1,Freies_Format,Einseitig,angestrichen_neues_Profil,Poster
781z3yd0819cu003elt73c4w,w62o71l1-57w1-0240-az49-684x9j8919h5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/120o7f48-h252-29mh-3b7d-e350ls9r5716/content/120o7f48-h252-29mh-3b7d-e350ls9r5716,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/120o7f48-h252-29mh-3b7d-e350ls9r5716/content/120o7f48-h252-29mh-3b7d-e350ls9r5716,2,cstudholmei.pdf,32931q96-9r89-7350-6b72-g64e2411rl27,86424c97-x168-1gg5-ha8b-rzu8512l19at,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/w95vmn37-v7i7-6496-05a5-376614u2u249/thumbs/w95vmn37-v7i7-6496-05a5-376614u2u249,0.0,0.0,1020,981,20.1,32.1,1005,970,Cyan,Unspecified,LACK,NORMAL,0.49,PREFLIGHT_OK,2,2021-12-04 20:56:04,Magenta,Knockout,PRINTING,UNSPECIFIED,0.08,Yellow,Overprint,LINE,OPAQUE,0.72,Black,Unspecified,LACK,UNSPECIFIED,0.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,0,11,1,F78,0.79,2,Freies_Format,Doppelseitig,angestrichen_neues_Profil,Poster
998x7vp7505ql417iop19l0x,u08x69z5-88n3-7216-cs67-151z0u0865o0,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/133k4s55-l343-57kc-6s3s-p710zm5v8777/content/133k4s55-l343-57kc-6s3s-p710zm5v8777,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/133k4s55-l343-57kc-6s3s-p710zm5v8777/content/133k4s55-l343-57kc-6s3s-p710zm5v8777,1,tbansalj.pdf,10980g35-4w64-9072-0f10-b67b8854iz80,67727r24-e681-4wy6-pd0a-unc5163i79yk,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/v11xcn82-d9j4-7545-49n3-877851x2v366/thumbs/v11xcn82-d9j4-7545-49n3-877851x2v366,0.0,0.0,841,594,20.1,32.1,825,582,Black,Unchanged,LINE,NORMAL,0.64,PREFLIGHT_OK,2,2015-01-15 06:46:27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sky,0.08,0.02,0.1,0.0,Knockout,LACK,OPAQUE,0.69,78,0,10,1.4,F52,0.1,1,DIN_A0_Hoch,Einseitig,angestrichen_neues_Profil,Poster
640a0dn0938cs364hik90f1i,m44q90k3-12f4-3314-yn27-050m8u5975f2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/353b1n92-t482-58bu-9m7m-d610cn9h3109/content/353b1n92-t482-58bu-9m7m-d610cn9h3109,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/353b1n92-t482-58bu-9m7m-d610cn9h3109/content/353b1n92-t482-58bu-9m7m-d610cn9h3109,2,ktiddyk.pdf,36796m79-8b47-6506-8c68-j34e5166yn21,55757b58-g171-2uo2-au6j-xqs5836w24rd,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/h35rth54-x9w4-3121-31r9-643826e7z170/thumbs/h35rth54-x9w4-3121-31r9-643826e7z170,0.0,0.0,970,1011,15.1,32.1,954,995,Cyan,Knockout,PRINTING,UNSPECIFIED,0.05,PREFLIGHT_OK,1,2015-08-12 07:43:42,Magenta,Knockout,LINE,UNSPECIFIED,0.01,Yellow,Overprint,PRINTING,NORMAL,0.4,Black,Overprint,LINE,TRANSPARENT,0.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,0,27,1,F78,0.78,1,Freies_Format,Einseitig,angestrichen_neues_Profil,Poster
